ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
SAF FP Equity;30/09/2014;;4.03E-06;4.3;;;;;;;;;;;;;;;;;;;21426.9794;;;;;;;;;;;;;;;;;;3589;;;;;;;;14796;51.38;;;;
SAF FP Equity;31/12/2014;1.8846;5.87E-06;4.348;;;;;;;;;;;;;;;;;;;21372.7655;;;;;;;;;;;;;;;;;;4483;;;;;;;;15044;51.25;;;;
SAF FP Equity;31/03/2015;;1.86E-06;4.391;;;;;;;;;;;;;;;;;;;27106.9221;;;;;;;;;;;;;;;;;;3935;;;;;;;;15536;65;;;;
SAF FP Equity;30/06/2015;1.8262;2.97E-06;4.217;;;;;;;;;;;;;;;;;;;25351.2277;;;;;;;;;;;;;;;;;;4773;;;;;;;;16780;60.79;;;;
SAF FP Equity;30/09/2015;;9.40E-06;4.167;;;;;;;;;;;;;;;;;;;28066.0902;;;;;;;;;;;;;;;;;;4141;;;;;;;;17332;67.3;;;;
SAF FP Equity;31/12/2015;1.7841;2.03E-05;4.115;;;;;;;;;;;;;;;;;;;26427.1639;;;;;;;;;;;;;;;;;;3373;;;;;;;;16222;63.37;;;;
SAF FP Equity;31/03/2016;;4.29E-05;4.148;;;;;;;;;;;;;;;;;;;25638.9781;;;;;;;;;;;;;;;;;;4412;;;;;;;;16699;61.48;;;;
SAF FP Equity;30/06/2016;1.9991;6.73E-05;4.115;;;;;;;;;;;;;;;;;;;25405.4415;;;;;;;;;;;;;;;;;;3894;;;;;;;;15820;60.92;;;;
SAF FP Equity;30/09/2016;;6.09E-05;3.955;;;;;;;;;;;;;;;;;;;26689.8926;;;;;;;;;;;;;;;;;;3671;;;;;;;;15350;64;;;;
SAF FP Equity;30/12/2016;1.9321;3.25E-05;3.773;;;;;;;;;;;;;;;;;;;28533.1633;;;;;;;;;;;;;;;;;;;;;;;;;;;68.42;;;;
SAF FP Equity;31/12/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3556;;;;;;;;15533;;;;;
SAF FP Equity;31/03/2017;;5.14E-06;3.409;;;;;;;;;;;;;;;;;;;29204.5809;;;;;;;;;;;;;;;;;;3768;;;;;;;;14889;70.03;;;;
SAF FP Equity;30/06/2017;2.2789;3.51E-07;3.458;;;;;;;;;;;;;;;;;;;33462.4528;;;;;;;;;;;;;;;;;;4243;;;;;;;;15238;80.24;;;;
SAF FP Equity;29/09/2017;;6.26E-07;3.423;;;;;;;;;;;;;;;;;;;36048.0362;;;;;;;;;;;;;;;;;;;;;;;;;;;86.44;;;;
SAF FP Equity;30/09/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3679;;;;;;;;15246;;;;;
SAF FP Equity;29/12/2017;2.3575;4.67E-07;3.52;;;;;;;;;;;;;;;;;;;35827.0116;;;;;;;;;;;;;;;;;;;;;;;;;;;85.91;;;;
SAF FP Equity;31/12/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4686;;;;;;;;16376;;;;;
SAF FP Equity;30/03/2018;;4.03E-07;3.538;;;;;;;;;;;;;;;;;;;38147.6617;;;;;;;;;;;;;;;;;;;;;;;;;;;85.98;;;;
SAF FP Equity;31/03/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4222;;;;;;;;16830;;;;;
SAF FP Equity;29/06/2018;2.1472;4.49E-07;3.615;;;;;;;;;;;;;;;;;;;46164.9709;;;;;;;;;;;;;;;;;;;;;;;;;;;104.05;;;;
SAF FP Equity;30/06/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5171;;;;;;;;17758;;;;;
SAF FP Equity;28/09/2018;;4.37E-07;3.56;;;;;;;;;;;;;;;;;;;53552.2536;;;;;;;;;;;;;;;;;;;;;;;;;;;120.7;;;;
SAF FP Equity;30/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5348;;;;;;;;19427;;;;;
SAF FP Equity;31/12/2018;2.3031;5.02E-06;3.72;;;;;;;;;;;;;;;;;;;45929.942;;;;;;;;;;;;;;;;;;6573;;;;;;;;21314;105.4;;;;
SAF FP Equity;29/03/2019;;3.42E-06;3.538;;;;;;;;;;;;;;;;;;;53272.632;;;;;;;;;;;;;;;;;;;;;;;;;;;122.25;;;;
SAF FP Equity;31/03/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5781;;;;;;;;22873;;;;;
SAF FP Equity;28/06/2019;2.6584;3.31E-06;3.593;;;;;;;;;;;;;;;;;;;56149.5271;;;;;;;;;;;;;;;;;;;;;;;;;;;128.85;;;;
SAF FP Equity;30/06/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6321;;;;;;;;24023;;;;;
SAF FP Equity;30/09/2019;;5.73E-06;3.56;;;;;;;;;;;;;;;;;;;62949.0697;;;;;;;;;;;;;;;;;;6095;;;;;;;;24770;144.45;;;;
SAF FP Equity;31/12/2019;2.7663;1.69E-06;3.615;;;;;;;;;;;;;;;;;;;58804.7813;;;;;;;;;;;;;;;;;;6901;;;;;;;;25098;137.65;;;;
SAN FP Equity;31/12/1999;;3.03E-05;3;;;;;;;;;;;;;;;;;;;18512.7921;;;;;;;;;;;;;;;;;;;;;;;;;;;41.34;;;;
SAN FP Equity;31/03/2000;;2.37E-05;3.571;;;;;;;;;;;;;;;;;;;17845.5434;;;;;;;;;;;;;;;;;;;;;;;;;;;39.85;;;;
SAN FP Equity;30/06/2000;;7.89E-06;3.429;;;;;;;;;;;;;;;;;;;36485.4065;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9;;;;
SAN FP Equity;29/09/2000;;1.63E-06;3.125;;;;;;;;;;;;;;;;;;;44531.0249;;;;;;;;;;;;;;;;;;;;;;;;;;;60.9;;;;
SAN FP Equity;29/12/2000;;1.16E-06;3.231;;;;;;;;;;;;;;;;;;;51932.0148;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;
SAN FP Equity;30/03/2001;;4.02E-06;3.5;;;;;;;;;;;;;;;;;;;46228.9677;;;;;;;;;;;;;;;;;;;;;;;;;;;63.2;;;;
SAN FP Equity;29/06/2001;12.1984;1.20E-06;3.704;;;;;;;;;;;;;;;;;;;56706.4009;;;;;;;;;;;;;;;;;;;;;;;;;;;77.5;;;;
SAN FP Equity;28/09/2001;;6.49E-07;3.968;;;;;;;;;;;;;;;;;;;52319.1867;;;;;;;;;;;;;;;;;;;;;;;;;;;71.5;;;;
SAN FP Equity;31/12/2001;11.1858;3.33E-07;3.886;;;;;;;;;;;;;;;;;;;61339.7792;;;;;;;;;;;;;;;;;;;;;;;;;;;83.8;;;;
SAN FP Equity;29/03/2002;;9.80E-08;4;;;;;;;;;;;;;;;;;;;53877.3877;;;;;;;;;;;;;;;;;;;;;;;;;;;73.6;;;;
SAN FP Equity;28/06/2002;10.1943;2.86E-07;3.881;;;;;;;;;;;;;;;;;;;45098.0578;;;;;;;;;;;;;;;;;;;;;;;;;;;61.6;;;;
SAN FP Equity;30/09/2002;;3.15E-06;3.795;;;;;;;;;;;;;;;;;;;41771.0566;;;;;;;;;;;;;;;;;;;;;;;;;;;57.05;;;;
SAN FP Equity;31/12/2002;10.609;3.62E-06;3.688;;;;;;;;;;;;;;;;;;;42659.5781;;;;;;;;;;;;;;;;;;1900;;;;;;;;;58.25;;;;
SAN FP Equity;31/03/2003;;1.33E-05;3.723;;;;;;;;;;;;;;;;;;;33770.785;;;;;;;;;;;;;;;;;;;;;;;;;;;46.11;;;;
SAN FP Equity;30/06/2003;9.8796;1.02E-05;3.889;;;;;;;;;;;;;;;;;;;37355.43;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;
SAN FP Equity;30/09/2003;;1.07E-06;3.825;;;;;;;;;;;;;;;;;;;38254.5393;;;;;;;;;;;;;;;;;;;;;;;;;;;52.2;;;;
SAN FP Equity;31/12/2003;11.076;3.20E-07;3.737;;;;;;;;;;;;;;;;;;;43751.0306;;;;;;;;;;;;;;;;;;;;;;;;;;;59.7;;;;
SAN FP Equity;31/03/2004;;5.00E-08;3.706;;;;;;;;;;;;;;;;;;;38950.8756;;1103;;;;;;;0.832;;;;;;;1103;;5919;;;;;;;;;53.15;;;A+;
SAN FP Equity;30/06/2004;8.9463;2.50E-08;4;;;;10.0023;;7064;2863;844;49;1509;683.2432;274;10557;;3218;1.2693;;;38181.3852;2.4673;12;;;;;0;;0.798;;;;;0.4641;-2895;12;1824;;;;6850;6834;;3.0596;;;52.1;8.9934;4201;A+;
SAN FP Equity;30/09/2004;;1.00E-09;3.706;;;;;;;;;;;;;;;;;;;81309.2321;;;;;;;;;;;;;;;;;;;;;;;;;;;58.4;;;A+;
SAN FP Equity;31/12/2004;4.2282;1.00E-09;3.706;;;;;;;;;;;;;;;;;;;81866.1231;;;;;;;;;;;;;;;;;;;;;;;;;;;58.8;;;A+;
SAN FP Equity;31/03/2005;;1.18E-05;3.919;;;;;;;;;;;;;;;;;;;91811.8495;;1415;;;;;;;1.06;;;;;;;1415;;6417;;;;;;;;;65.05;;;AA-;
SAN FP Equity;30/06/2005;4.8449;4.23E-06;3.55;;;;;;;;;;;;;;;;;;;94767.231;;1553;;;;;;;1.1626;;;;;;;1553;;6687;;;;;;;;;67.9;;;AA-;
SAN FP Equity;30/09/2005;;3.23E-06;3.564;;;;;;;;;;;;;;;;;;;95953.566;;715;;;;;;;0.5347;;;;;;;715;;7200;;;;;;;;;68.75;;;AA-;
SAN FP Equity;30/12/2005;5.4402;1.01E-06;3.6;;;;;;;;;;;;;;;;;;;103656.0781;;;2.2936;;;;;;;;;;;;;;;;;;;;;;;;74;;;AA-;
SAN FP Equity;31/12/2005;;;;;;;34.7235;;13121;15420;3430;4750;6184;1343.0953;6425;86658;;1249;1.4413;;;;0.8509;-1425;;;;;;;-1.06;;;;;5.4813;9926;-1425;5802;7007;0.0809;;46826;46637;;12.8955;2258;27311;;8.4599;-2299;;
SAN FP Equity;31/03/2006;;1.91E-06;3.528;;;;;;;;;;;;;;;;;;;106307.7147;;2173;2.8704;;;;;;1.616;;;;;;;2173;;7035;;;;;;;3016;27929;78.5;;;AA-;
SAN FP Equity;30/06/2006;5.8802;2.70E-06;4.167;;;;;;;;;;;;;;;;;;;103425.1343;;;2.9532;;;;;;;;;;;;;;;;;;;;;;;;76.3;;;AA-;
SAN FP Equity;29/09/2006;;4.36E-06;3.868;;;;;;;;;;;;;;;;;;;95286.3968;;;3.2305;;;;;;;;;;;;;;;;;;;;;;;;70.2;;;AA-;
SAN FP Equity;30/09/2006;;;;;;;;;;;;;;;;;;;;;;;;1050;;;;;;;0.779;;;;;;;1050;;6901;;;;;;;;;;;;;
SAN FP Equity;29/12/2006;5.5711;3.35E-06;3.641;;;;;;;;;;;;;;;;;;;94965.049;;;;;;;;;;;;;;;;;;;;;;;;;;;69.95;;;AA-;
SAN FP Equity;31/12/2006;;;;;;;;;;;;;;;;;;;;;;;;575;;;;;;;0.421;;;;;;;575;;7356;;;;;;;;;;;;;
SAN FP Equity;30/03/2007;;2.05E-07;3.811;;;;;;;;;;;;;;;;;;;88532.861;;;;;;;;;;;;;;;;;;;;;;;;;;;65.1;;;AA-;
SAN FP Equity;31/03/2007;;;;;;;;;;;;;;;;;;;;;;;;1537;;;;;;;1.14;;;;;;;1537;;7177;;;;;;;;;;;;;
SAN FP Equity;29/06/2007;6.1296;1.86E-07;3.475;;;;;;;;;;;;;;;;;;;81769.0653;;;5.9567;;;;;;;;;;;;;;;;;;;;;;;;60.1;;;AA-;
SAN FP Equity;30/06/2007;;;;;;;;;;;;;;;;;;;;;;;;1678;;;;;;;1.24;;;;;;;1678;;6939;;;;;;;4840;28373;;;;;
SAN FP Equity;28/09/2007;;1.43E-07;3.684;;;;;;;;;;;;;;;;;;;80863.7521;;;7.0192;;;;;;;;;;;;;;;;;;;;;;;;59.38;;;AA-;
SAN FP Equity;30/09/2007;;;;;;;;;;;;;;;;;;;;;;;;1845;;;;;;;1.367;;;;;;;1845;;7025;;;;;;;5635;28497;;;;;
SAN FP Equity;31/12/2007;5.6976;4.37E-07;3.526;;;;;;;;;;;;;;;;;;;86011.8982;;753;6.845;;;;;;0.564;;;;;;;753;;6911;;;;;;;5813;28052;62.98;;;AA-;
SAN FP Equity;31/03/2008;;7.24E-06;3.605;;;;;;;;;;;;;;;;;;;64916.0441;;1325;8.7837;;;;;;1.003;;;;;;;1325;;6937;;;;;;;5601;27812;47.52;;;AA-;
SAN FP Equity;30/06/2008;5.6383;1.52E-05;3.639;;;;;;;;;;;;;;;;;;;55783.5994;;1010;8.7367;;;;;;0.773;;;;;;;1010;;6689;;;;;;;4933;27562;42.43;;;AA-;
SAN FP Equity;30/09/2008;;4.66E-05;3.528;;;;;;;;;;;;;;;;;;;61204.5048;;1334;7.2223;;;;;;1.022;;;;;;;1334;;6853;;;;;;;4422;27390;46.55;;;AA-;
SAN FP Equity;31/12/2008;5.5343;0.000371271;3.735;;;;;;;;;;;;;;;;;;;59696.0011;;182;6.4692;;;;;;0.139;;;;;;;182;;7089;;;;;;;3851;27568;45.4;;;AA-;
SAN FP Equity;31/03/2009;;0.000234786;3.568;;;;;;;;;;;;;;;;;;;55752.2144;;1578;7.4186;;;;;;1.21;;;;;;;1578;;7107;;;;;;;4104;27738;42.38;;;AA-;
SAN FP Equity;30/06/2009;3.0236;0.000292463;3.811;;;;;;;;;;;;;;;;;;;56337.8637;;1059;7.5997;;;;;;0.811;;;;;;;1059;;7438;;;;;;;4153;28487;41.87;;;AA-;
SAN FP Equity;30/09/2009;;0.000465089;3.925;;;;;;;;;;;;;;;;;;;65979.4324;;1419;6.4746;;;;;;1.087;;;;;;;1419;;7400;;;;;;;4238;29034;50.15;;;AA-;
SAN FP Equity;31/12/2009;3.3565;4.48E-05;3.932;;;;;;;;;;;;;;;;;;;72483.8889;;;5.878;;;;;;;;;;;;;;;7361;;;;;;;;29306;55.06;;;AA-;
SAN FP Equity;31/03/2010;;1.83E-05;4.114;;;;;;;;;;;;;;;;;;;72766.9236;;1714;;2146;2994;;;;1.31;;;2146;2146;;;1714;;8293;;;;;;;;30492;55.19;;;AA- *-;
SAN FP Equity;30/06/2010;3.1625;1.16E-05;3.978;;;;40.1748;2874;24990;12069;5118;7211;8234;1304.7236;2507;86245;;4065;3.7347;;;64921.8586;2.0706;1707;;2157;3111;;;;1.31;;;2157;2157;8.3611;5653;1707;6688;8719;0.1011;9;52573;52417;;11.2679;;31773;49.53;12.9452;12921;AA- *-;
SAN FP Equity;30/09/2010;;1.35E-05;4.238;;;;;;;;;;;;;;;;;;;64067.8343;;1609;;1909;2788;;;;1.23;;;1909;1909;;;1609;;8782;;;;;;;;33155;48.875;;;AA- *-;
SAN FP Equity;31/12/2010;3.1868;9.33E-06;4.263;;;;40.6905;4996;27079;11759;5020;6889;8155;1304.8978;1563;85264;;7304;7.5823;;;62729.9131;2.3028;437;8.7356;323;1171;;;;0.33;;;323;323;8.0796;1148;437;5091;8242;0.0967;6;53288;53097;0.8398;9.9127;5467;34036;47.85;9.1485;15320;AA- *-;
SAN FP Equity;31/03/2011;;6.52E-06;4.053;;;;;;;;;;;;;;;;;;;64892.4657;;1218;7.6806;1358;2094;;;;0.93;;;1358;1358;;;1218;;8192;;;;;;;4971;33935;49.475;;;AA-;
SAN FP Equity;30/06/2011;2.487;1.59E-06;4.238;;;;39.0828;3111;22636;16052;6264;13521;10669;1342.1777;6753;99594;;7827;6.5647;;;74834.2005;1.4102;1006;5.8802;1096;2061;;;;0.77;;;1096;1096;13.5761;12447;1006;6188;8771;0.0881;12;52599;52456;2.4986;20.3566;4270;33987;55.44;9.4936;6584;AA-;
SAN FP Equity;30/09/2011;;7.44E-05;4.205;;;;;;;;;;;;;;;;;;;66542.0111;;2030;7.1935;2334;3138;;;;1.52;;;2334;2334;;;2030;;9172;;;;;;;4691;34377;49.35;;;AA-;
SAN FP Equity;30/12/2011;2.8811;6.37E-05;4.128;;;;;;;;;;;;;;;;;;;76066.5722;;;7.5771;;;;;;;;;;;;;;;;;;;;;;;;56.75;;;AA-;
SAN FP Equity;31/12/2011;;;;;;;42.4705;6200;20858;13584;6051;12642;10750;1323.7188;3055;100165;;5461;4.1172;;;;1.5355;1439;;943;1752;;;;1.08;;;943;943;12.6212;10236;1439;4199;8923;0.0891;12;56389;56219;1.7354;15.6711;5693;35058;;8.3911;7274;;
SAN FP Equity;30/03/2012;;1.91E-05;3.889;;;;;;;;;;;;;;;;;;;78081.7031;;;8.1401;;;;;;;;;;;;;;;;;;;;;;;;58.23;;;AA-;
SAN FP Equity;31/03/2012;;;;;;;;;;;;;;;;;;;;;;;;1809;;2230;3063;;;;1.37;;;2230;2230;;;1809;;8937;;;;;;;6284;35803;;;;;
SAN FP Equity;29/06/2012;2.7972;1.93E-05;3.946;;;;;;;;;;;;;;;;;;;78913.2584;;;8.1353;;;;;;;;;;;;;;;;;;;;;;;;59.74;;;AA-;
SAN FP Equity;30/06/2012;;;;;;;42.6545;3278;21699;16097;6588;10395;10723;1317.752;6060;101743;;6592;4.2332;;;;1.348;1153;;1611;3340;;;;0.89;;;1611;1611;10.2169;9863;1153;6907;9117;0.0896;12;56354;56208;1.4571;16.1731;6431;36149;;8.5939;5602;;
SAN FP Equity;28/09/2012;;8.30E-06;4.057;;;;;;;;;;;;;;;;;;;88035.1028;;;6.7973;;;;;;;;;;;;;;;;;;;;;;;;66.35;;;AA-;
SAN FP Equity;30/09/2012;;;;;;;;;;;;;;;;;;;;;;;;1539;;2169;2985;;;;1.17;;;2169;2169;;;1539;;9240;;;;;;;5940;36217;;;;;
SAN FP Equity;31/12/2012;3.0997;5.90E-06;4.094;;;;43.3269;6034;22901;13899;6379;10843;10578;1323.243;3852;100409;;9006;6.355;;;94542.0158;1.6477;388;5.2108;422;1222;;;;0.29;;;422;422;10.7988;5689;388;4011;8663;0.0863;13;57466;57332;1.385;14.6351;4889;35957;71.39;7.445;9002;AA-;
SAN FP Equity;29/03/2013;;5.23E-06;4.2;;;;;;;;;;;;;;;;;;;105139.211;;;3.9107;;;;;;;;;;;;;;;;;;;;;;;;79.27;;;AA;
SAN FP Equity;31/03/2013;;;;;;;;;;;;;;;;;;;;;;;;989;;1461;2236;;;;0.75;;;1461;1461;;;989;;8157;;;;;;;4069;35177;;;;;
SAN FP Equity;28/06/2013;3.0515;1.12E-05;3.935;;;;;;;;;;;;;;;;;;;105997.1477;;;3.2027;;;;;;;;;;;;;;;;;;;;;;;;79.62;;;AA;
SAN FP Equity;30/06/2013;;;;;;;42.2854;3270;20859;13644;6852;10689;10409;1325.8955;3971;96987;;7574;4.3109;;;;1.5288;448;;684;1452;;;;0.34;;;684;684;11.0211;7086;448;6403;8086;0.0834;14;56195;56066;1.8569;15.1154;3364;34146;;8.8648;7215;;
SAN FP Equity;30/09/2013;;1.14E-05;4.281;;;;;;;;;;;;;;;;;;;99477.7223;;1219;3.0679;1625;2314;;;;0.92;;;1625;1625;;;1219;;8518;;;;;;;3044;33424;74.97;;;AA;
SAN FP Equity;31/12/2013;3.1384;8.86E-06;4.129;;;;43.0866;5794;23926;13929;6352;10527;10182;1320.6883;4182;96055;;8316;8.5961;;;102100.2431;1.7177;1060;3.6437;1335;2017;;;;0.8;;;1335;1335;10.9593;6393;1060;3942;8545;0.089;13;57033;56904;1.8343;15.3131;3716;33306;77.12;8.9197;9997;AA;
SAN FP Equity;31/03/2014;;6.45E-06;3.935;;;;;;;;;;;;;;;;;;;100224.6074;;1084;3.8055;1428;2105;;;;0.82;;;1428;1428;;;1084;;7925;;;;;;;3811;33074;75.68;;;AA;
SAN FP Equity;30/06/2014;3.158;1.02E-06;3.875;;;;39.3542;3228;20387;14200;6784;10113;10090;1312.1096;4683;90720;;5309;4.7465;;;102336.117;1.4357;777;4.0345;1246;1870;;;;0.59;;;1246;1246;11.1475;9487;777;6289;8146;0.0898;13;51767;51637;1.7814;16.3095;4140;33134;77.58;10.1339;6187;AA;
SAN FP Equity;30/09/2014;;3.03E-07;3.941;;;;;;;;;;;;;;;;;;;118523.7608;;1190;3.4837;1784;2345;;;;0.91;;;1784;1784;;;1190;;8868;;;;;;;4111;33484;89.56;;;AA;
SAN FP Equity;31/12/2014;3.0648;3.06E-06;3.969;;;;42.8426;6511;23437;13032;6562;13308;10396;1309.9112;1627;97392;;7350;7.5376;;;99845.1457;1.7984;1339;4.4325;1722;2235;;;;1.02;;;1722;1722;13.6644;7585;1339;4767;8652;0.0888;15;56268;56120;1.7458;15.3349;4390;33591;75.66;7.9938;10405;AA;
SAN FP Equity;31/03/2015;;1.46E-06;3.677;;;;;;;;;;;;;;;;;;;121764.4608;;1023;3.5501;1300;1799;;;;0.78;;;1300;1300;;;1023;;8220;;;;;;;4329;33886;91.93;;;AA;
SAN FP Equity;30/06/2015;3.2282;6.76E-06;3.879;;;;43.1861;3969;22025;16299;7147;10770;10540;1311.0238;3964;97923;;4927;4.8007;;;115652.3075;1.3513;1302;4.1216;1938;2427;;;;1;;;1938;1938;10.9984;9807;1302;8368;8762;0.0895;17;56774;56618;1.6732;15.0465;4854;34502;88.24;8.9519;5726;AA;
SAN FP Equity;30/09/2015;;2.86E-05;4.118;;;;;;;;;;;;;;;;;;;111419.5965;;1628;4.673;1950;2404;;;;1.25;;;1950;1950;;;1628;;9061;;;;;;;5292;34695;84.89;;;AA;
SAN FP Equity;31/12/2015;2.8907;4.45E-05;3.594;;;;44.5934;6781;30680;17808;6516;13129;9943;1301.7401;3460;102321;;9161;8.9405;;;102622.5088;1.7228;334;4.277;436;1131;;;;0.26;;;436;436;12.8312;7428;334;7509;8818;0.0862;18;58210;58049;2.1375;16.2127;4287;34861;78.6;8.153;12872;AA;
SAN FP Equity;31/03/2016;;7.55E-05;3.567;;;;;;;;;;;;;;;;;;;92783.238;;1087;4.8006;1154;1598;;;;0.84;;;1154;1154;;;1087;;7928;;;;;;;4351;34569;70.86;;;AA;
SAN FP Equity;30/06/2016;2.6836;6.53E-05;3.538;;;;42.1022;3928;28345;16220;7067;14869;9819;1287.1057;2467;99113;;6206;6.1304;;;96420.4761;1.7475;1158;4.2629;1436;1869;;;;0.9;;;1436;1436;15.0021;11130;1158;9865;8308;0.0838;18;54347;54190;2.4759;17.4911;4207;34115;74.92;8.1247;12125;AA;
SAN FP Equity;30/09/2016;;3.35E-05;3.69;;;;;;;;;;;;;;;;;;;87190.8004;;1674;4.7956;2391;2794;;;;1.3;;;2391;2391;;;1674;;9295;;;;;;;4253;34349;67.64;;;AA;
SAN FP Equity;30/12/2016;2.7873;8.37E-06;3.774;;;;;;;;;;;;;;;;;;;99266.8794;;;4.4436;;;;;;;;;;;;;;;;;;;;;;;;76.9;;;AA;
SAN FP Equity;31/12/2016;;;;;;;45.2491;7398;33108;17629;6892;16824;10019;1271.9383;1765;104672;;10304;9.8145;;;;1.878;790;;1553;1965;;;;0.62;;;1553;1553;16.0731;8285;790;8335;9177;0.0877;19;57724;57554;2.2598;17.7593;4709;34708;;7.0551;15479;;
SAN FP Equity;31/03/2017;;2.41E-06;3.667;;;;;;14924;;;;;;;;;14924;;;;109360.2044;;5696;4.3162;1702;2205;;;;4.51;;;1702;1702;;;5696;;8902;;;;;;;9318;35682;84.62;;;AA;
SAN FP Equity;30/06/2017;3.1644;3.85E-07;3.667;;;;45.7115;4303;27099;17065;7246;15207;9633;1260.754;3240;101870;;10877;10.6773;;;105576.4637;1.588;1033;4.4446;1378;1865;;;;0.82;;;1378;1378;14.9278;7570;1033;9521;8941;0.0878;18;57792;57631;2.0894;18.1084;9193;36315;83.76;7.5688;10034;AA;
SAN FP Equity;29/09/2017;;3.84E-07;3.767;;;;;;;;;;;;;;;;;;;106062.3891;;;4.3123;;;;;;;;;;;;;;;;;;;;;;;;84.01;;;AA;
SAN FP Equity;30/09/2017;;;;;;;;;9887;;;;;;;;;9887;;;;;;1561;;1976;2410;;;;1.24;;;1976;1976;;;1561;;9396;;;;;;;9080;36416;;;;;
SAN FP Equity;29/12/2017;3.0336;3.41E-07;3.469;;;;;;;;;;;;;;;;;;;90756.1893;;;4.1713;;;;;;;;;;;;;;;;;;;;;;;;71.85;;;AA;
SAN FP Equity;31/12/2017;;;;;;;46.3145;5813;26388;15463;6818;14326;9579;1253.8199;1275;99813;;11781;10.3343;;;;1.7065;129;;749;2312;;;;0.1;;;749;749;14.3528;3820;129;8317;8981;0.09;11;58239;58070;1.7745;15.6302;8419;36220;;7.5198;10925;;
SAN FP Equity;30/03/2018;;2.72E-07;3.733;;;;;;;;;;;;;;;;;;;81927.6259;;;4.2961;;;;;;;;;;;;;;;;;;;;;;;;65.33;;;AA;
SAN FP Equity;31/03/2018;;;;;;;;;12799;;;;;;;;;12799;;;;;;1016;;1201;1659;;;;0.81;;;1201;1201;;;1016;;8126;;;;;;;3739;35444;;;;;
SAN FP Equity;29/06/2018;2.2358;1.94E-07;3.633;;;;;;;;;;;;;;;;;;;85881.3827;;;3.7741;;;;;;;;;;;;;;;;;;;;;;;;68.65;;;AA;
SAN FP Equity;30/06/2018;;;;;;;44.9915;4582;25469;19878;7364;22788;9470;1249.058;6153;112778;;7493;6.644;;;;1.2813;762;;961;1502;;;;0.61;;;961;961;20.2061;21448;762;9143;8481;0.0752;4;56361;56197;3.6713;25.6619;3468;34984;;6.2285;5591;;
SAN FP Equity;28/09/2018;;1.47E-06;4;;;;;;;;;;;;;;;;;;;95908.3271;;;4.2201;;;;;;;;;;;;;;;;;;;;;;;;76.56;;;AA;
SAN FP Equity;30/09/2018;;;;;;;;;9502;;;;;;;;;9502;;;;;;2274;;2714;3251;;;;1.82;;;2714;2714;;;2274;;9744;;;;;;;4181;35332;;;;;
SAN FP Equity;31/12/2018;2.5313;4.03E-06;4.192;;;;47.2711;5774;24647;17376;7477;22007;9651;1245.4955;2633;111408;;8161;6.2159;;;94825.2974;1.4185;254;4.581;-200;434;;;;0.2;;;-200;-200;19.7535;16479;254;8879;9326;0.0837;4;59035;58876;3.5992;22.1169;4306;35677;75.66;8.2012;7271;AA;
SAN FP Equity;29/03/2019;;1.05E-06;4.148;;;;;;;;;;;;;;;;;;;98269.033;;;4.5227;;;;;;;;;;;;;;;;;;;;;;;;78.74;;;AA;NEG
